,Bio,Hashtags,Location,Location Coordinates,Mentions,Name,Number Following,Number of Followers,Number of Tweets,Time,Tweet,Tweet ID,Username,Web
2230,Swearer of an Oath. Kernewek Curmudgeon. 10 yrs TV free - which probably explains it. Parody Account.,,The Wet Coast,,Smithy1974Uk,OscarBlaketon,716,688,7941,Sat Jul 13 13:36:23 +0000 2019,@Smithy1974Uk Can’t remember the guy’s name but his sidekick is Nicola Sturgeon,1150036249572286464,Oscar Blaketon,
2231,,,,,Smithy1974Uk,jimbobmearns,216,116,2903,Sat Jul 13 13:33:26 +0000 2019,"@Smithy1974Uk The krankies, or Ian tough and Nicola sturgeon",1150035508615143426,Jim Kerrigan,
2232,Mostly political stuff. Happy to debate grown ups. Also comedy & life observations. Feel free to interact.,,Hampshire,,Smithy1974Uk,fullabeanz,1321,1110,36910,Sat Jul 13 13:32:26 +0000 2019,@Smithy1974Uk Nicola Sturgeon and Alex Salmond.,1150035258647203840,Mike,
2234,"football,cricket fan  all tweets and views are my own",,,,,liam345,1666,5273,14275,Sat Jul 13 13:31:07 +0000 2019,Nicola Sturgeon humiliated by Scottish Brexit Party MEP - ‘I represent a million Scots!’  https://t.co/DpucishcAd,1150034924428304384,Liam Noble,https://t.co/DpucishcAd
2235,SWFC fan.,,"Sheffield, England",,Riversparkle Smithy1974Uk,thomastheowl41,462,130,2538,Sat Jul 13 13:27:48 +0000 2019,@Riversparkle @Smithy1974Uk Is it Nicola Sturgeon with John Mcenroe?,1150034092689448961,Thomas,
2241,Just having a muck about.,,,,Smithy1974Uk,cluckingduck70,184,94,1602,Sat Jul 13 13:19:06 +0000 2019,@Smithy1974Uk Diego Maradona &amp; Nicola Sturgeon,1150031902876868609,Pink Giraffe,
2243,"I’m a Artist & Singer👨‍🎨Margret Tudor & King James 1V🤴14s my great grandparents & many World Kings & Queens,Dukes & Earls going back to Roman & Jerusalem etc",,Chelsea London United Kingdom ,,,greentree1001,148,178,10105,Sat Jul 13 13:17:15 +0000 2019,Nicola Sturgeon humiliated by Scottish Brexit Party MEP - ‘I represent a million Scots!’  https://t.co/WW7iF2Yk06 https://t.co/ZOrErFWlq8,1150031435912425472,Peter Tudor  Kerr,https://t.co/WW7iF2Yk06
2246,,,,,Smithy1974Uk,Dr_Drekkle,487,380,10002,Sat Jul 13 13:06:23 +0000 2019,@Smithy1974Uk Nicola Sturgeon.... and I can't remember her partners name 👍👍,1150028699208757249,ƊƦ ƊƦЄƘƘԼЄ,
2247,"Musician. Done a bit, but not much lately. Brexiteer.",,,,Smithy1974Uk,brynjones20_,814,228,884,Sat Jul 13 13:01:01 +0000 2019,@Smithy1974Uk Nicola Sturgeon and Lionel Richie.,1150027351813742592,Jimmy Jones,
2248,old dog,,herefordshire uk,,MargaretArnott4,moggy67,458,574,3557,Sat Jul 13 12:59:04 +0000 2019,@MargaretArnott4 Craig Charles and nicola sturgeon,1150026859813494784,Gary Morgan,
2250,Software guy!,,,,DesignTheRight,GlenRichmond5,87,11,75,Sat Jul 13 12:50:00 +0000 2019,@DesignTheRight Nicola Sturgeon and husband.. the Wankies..,1150024576425975813,Glen Richmond,
2251,,,"Cardiff, Wales",,Pgdelr1 Smithy1974Uk,secularhitchens,845,356,15324,Sat Jul 13 12:49:58 +0000 2019,@Pgdelr1 @Smithy1974Uk Nicola sturgeon and leo sayer !,1150024570855993344,cardiffatheist,
2252,,,,,,ccsrat5,2169,1572,7206,Sat Jul 13 12:49:49 +0000 2019,Fuck me i didn't know Leo Sayer and Nicola Sturgeon together were the Krankies......You learn something new everyday 😂😂😂😂😂 https://t.co/rYmD0I5wu9,1150024533858037770,Colin Taylor,
2253,"Grumpy Thatcherite pro Brexit Tory, & I know what I voted for.
Proud 🇬🇧 big fan of 🇺🇸🇮🇱. Despise the scrounging left, the EU and Corbyn's thugs.",,"England, United Kingdom",,Smithy1974Uk,AndrewDawes71,1047,794,8801,Sat Jul 13 12:46:13 +0000 2019,@Smithy1974Uk Alec Salmond and Nicola Sturgeon,1150023626365607936,Andrew Dawes 🇬🇧,
2254,A cockney James Bond,,Romford,,Smithy1974Uk,romfordgeeza,2236,1003,37673,Sat Jul 13 12:44:12 +0000 2019,@Smithy1974Uk Fred West and Nicola Sturgeon. Sturgeon is the funny one,1150023118020390912,Geeza.,
2255,"just a normal bloke loving life, family and the wolves #wolvesfamily #wwfc #wolvesaywe #wwfc",fredwest sturgeon,england wolverhampton,,Smithy1974Uk,wolfboy78,760,869,5643,Sat Jul 13 12:39:00 +0000 2019,@Smithy1974Uk Fred west &amp; Nicola Sturgeon ! Didnt know they was a double act wow #fredwest #sturgeon https://t.co/FJ36ae0t7P,1150021809003274242,pepe sprio,
2256,JCB worker. Digs holes. Hates the fact that my Country is part of a ' Shower of Shite Union '.,,Scotland,,AngusMacNeilSNP,Paulion771,182,38,831,Sat Jul 13 12:36:45 +0000 2019,"@AngusMacNeilSNP It seems to me that this movement, of which i am part, is full of insecure weans wanting Nicola Sturgeon to tickle their belly buttons and reassure them every five fecking minutes of her intentions.",1150021241610416128,Paulion77,
2257,"I like honesty, fair play,  both sides of a story, balance, the facts. Very proud to be English and British. OTBC",,,,Smithy1974Uk,markinthedesert,202,140,7798,Sat Jul 13 12:33:13 +0000 2019,@Smithy1974Uk Is it Nicola Sturgeon and Alex Salmond?,1150020353051320321,Mark,
2258,"Father of 3, love my family most of all but also love the Wolves and the gym and golf and fallout 76 at the moment.",,"West Midlands, England",,Smithy1974Uk,ASinglespeeder,402,79,1119,Sat Jul 13 12:32:30 +0000 2019,@Smithy1974Uk Nicola Sturgeon and erm...?,1150020174348783617,The Singlespeeder,
2259,"Husband, Father, Tory, Brexiteer, Renovating a 17th century manoir.",,"Picardie, France",,Smithy1974Uk,deGourlay,761,1862,7421,Sat Jul 13 12:30:48 +0000 2019,@Smithy1974Uk Kevin Keegan and Nicola Sturgeon.,1150019748148731906,Peter de Gourlay,
2264,CONSCRIPT ALL REMAINERS INTO THE EU ARMY! English and proud but first and foremost a dumbfounded Dad. #Bluehand Strictly No Lists,,United Kingdom,,Smithy1974Uk,sebbrown86,1829,1176,16740,Sat Jul 13 12:06:22 +0000 2019,@Smithy1974Uk Kevin Keegan and Nicola Sturgeon,1150013597331931136,Seb Brown,
2265,Still YES! SNP,,"Aberdeen, Scotland, Europe.",,MFolgate Dabeach,cellini13,572,551,17566,Sat Jul 13 12:02:14 +0000 2019,@MFolgate @Dabeach Sorry! Why is Sturgeon and Lucas lumped in with the obnoxious and duplicitous LibDems? What have these women done to deserve that? And why do you think Sturgeon would ever waste her talents and time on Westminster?,1150012557987631105,George Duncan,
2266,,,,,,ConradPenman,857,576,33031,Sat Jul 13 12:01:40 +0000 2019,Nicola Sturgeon's perfect response to Piers Morgan Twitter attack https://t.co/JyhptBARTH,1150012413355462657,Conrad E Penman,https://t.co/JyhptBARTH
2268,"The only thing I ever voted on is Brexit. I was right to have never voted on a party, they can't be trusted. and now my distrust is confirmed. #Brexit",,UK,,Smithy1974Uk,MartinDavisMc,1183,1186,12841,Sat Jul 13 11:53:31 +0000 2019,@Smithy1974Uk Tom Watson and nicola sturgeon.,1150010365268439040,Fivethumbsfrank. 🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁷󠁬󠁳󠁿🇬🇧,
2273,,,,,,alexhimelfarb,2245,4967,27478,Sat Jul 13 11:39:56 +0000 2019,Nicola Sturgeon on proportional representation https://t.co/ZAbY5miQmF,1150006947082579968,alex himelfarb,https://t.co/ZAbY5miQmF
2274,Aberdeen FC #standfree #milneout🏴󠁧󠁢󠁳󠁣󠁴󠁿🇪🇺🇳🇴 And have a soft spot for Aston Villa FC #villa #AVFC,,"Montrose, Scotland",,SNPChris AngusMacNeilSNP,ewenm78,114,387,19887,Sat Jul 13 11:33:49 +0000 2019,@SNPChris @AngusMacNeilSNP SNP need to get rid of Sturgeon.,1150005407651381249,MontroseDon1903 🇦🇹,
2279,🎗Visca Catalunya lliure 🎗,,,,ChangeGER,AngelaFreck,111,42,96,Sat Jul 13 11:09:01 +0000 2019,"„First Minister, Nicola Sturgeon.: Release all the Catalan Political Prisoners, being held by Spain. Free them now.” - Jetzt unterschreiben! https://t.co/cFwXBwywrv via @ChangeGER",1149999165562380290,Angela Freck,https://t.co/cFwXBwywrv
2283,The official Hope Over Fear Twitter account. Something Inside So Strong. We're still #Yes #HopeOverFear #DissolveTheUnion,,Glasgow,,Rachael2Win,hopeoverfear01,2440,4787,5798,Sat Jul 13 11:01:08 +0000 2019,"@Rachael2Win I am English. 

My family is English. 

Nicola Sturgeon is married to an Englishman. 

The former SNP Westminster leader (Angus Robertson) was born in England. 

What’s your point?",1149997181409124352,Hope Over Fear,
2286,"Animal lover, owned by a cat, Jack. Brexiteer.( Anti EU, not Europe ) The Brexit Party",,South East England,,,snicklin1,1921,1130,28856,Sat Jul 13 10:58:31 +0000 2019,Nicola Sturgeon humiliated by Scottish Brexit Party MEP - ‘I represent a million Scots!’  https://t.co/NoyhWFKutG,1149996520541962240,Simon Nicklin,https://t.co/NoyhWFKutG
2296,Been around a long time.,,People's Republic of China,,,RoodGridance,1737,2244,150210,Sat Jul 13 10:22:14 +0000 2019,Nicola Sturgeon humiliated by Scottish Brexit Party MEP - ‘I represent a million Scots!’  https://t.co/TG6dnOWcqR,1149987391433822208,Ken,https://t.co/TG6dnOWcqR
2298,"Català. Fill d'emigrants a Suïssa. 
💙el fred de les muntanyes del Jura. ❤️la calor de la nostra terra.   
Tots 2 llocs garants de respecte. 🎗️",,"Barcelona, República Catalana",,TelegraphNews,Jurassicq,9326,8487,38425,Sat Jul 13 10:17:50 +0000 2019,Catalonia accuses Spain of spying on its UK mission as order revealed to 'get closer to Nicola Sturgeon' https://t.co/sIzUkOBi0F via @telegraphnews,1149986282019459072,Joan J.  II*II 🎗️  #Tram26 #ConsellperlaRepública,https://t.co/sIzUkOBi0F
2300,,Brexitparty Brexit,,,,BakenFrancis,92,5,5375,Sat Jul 13 10:12:38 +0000 2019,https://t.co/KGJIXAaJJ9 #Brexitparty #Brexit,1149984976726843398,Francis Baken,https://t.co/KGJIXAaJJ9
2305,"PhD, MSc's in Technology.
#Conservative  #FreeSpeech #Politics #Democracy #Director Pro #Brexit  #AntiDeathPenalty https://t.co/svp0ZPEWie",,"South Yorkshire, UK",,,JamessReality,38298,43123,154882,Sat Jul 13 09:30:53 +0000 2019,Nicola Sturgeon humiliated by Scottish Brexit Party MEP - ‘I represent a million Scots!’ https://t.co/KnENMMmRFd,1149974467491303424,🔥👨‍💻JamessReality💻🔥™,https://t.co/KnENMMmRFd
2306,Geschiedenisleraar. Auteur. Winnaar LangZullenWeLezen-trofee. Anglofiel. Lezer. / A bit daft. Enjoys tea. Rather lazy. ☕️,,,,gillesDM92,harry_depaepe,1412,887,12735,Sat Jul 13 09:26:22 +0000 2019,"@gillesDM92 Of met Nicola Sturgeon, Theresa May, Owen Jones, Jeremy Corbyn, ... Elke keer opnieuw sterk.",1149973332089090049,Harry De Paepe,
2308,,,,,SNPChris JamesKelly AngusMacNeilSNP,MalcolmMcCandle,0,67,2002,Sat Jul 13 09:24:12 +0000 2019,"@SNPChris @JamesKelly @AngusMacNeilSNP Not surprising when you consider that Nicola Sturgeon has not marched one step for independence. 

What is required is a more radical independence movement.",1149972786481438720,Malcolm McCandless,
2309,Watching the watchers,,,,,MSM_Monitor,35,8591,6559,Sat Jul 13 09:22:58 +0000 2019,"The pro-Union MSM is salivating over this. It offers huge potential to smear Nicola Sturgeon and that is exactly what it is going to do. The usual pundits will be wheeled out to reinforce the narrative. With support for Indy rising, it will be full on.

https://t.co/qGsTBHIZC9",1149972474660102144,MSM Monitor,https://t.co/qGsTBHIZC9
2312,"for those who wanna get to know me, feel free, for those who wanna pull me down, pfft, you can try but be prepared to fail.",,SCOTLAND ,,,Just1aThemDayz,880,494,35432,Sat Jul 13 09:00:43 +0000 2019,Sturgeon: 'Next six months could be Scotland's toughest' https://t.co/F1ddUUr41Y,1149966876652556288,🦄🏴󠁧󠁢󠁳󠁣󠁴󠁿NotEvery1LikesMe🏴󠁧󠁢󠁳󠁣󠁴󠁿🦄,https://t.co/F1ddUUr41Y
2315,"I am a Libertarian, and I like to search for facts about history and life!🔬",,Somewhere out there?,,,GarySidekick,149,9,234,Sat Jul 13 08:48:38 +0000 2019,"https://t.co/UyCDGUkJ6c

Exactly!",1149963838101557248,Sidekick_Gary,https://t.co/UyCDGUkJ6c
2317,Part of the silent majority who defeated division in 2014. Scottish and British 🇬🇧🏴󠁧󠁢󠁳󠁣󠁴󠁿 blocked by SNP M(S)P's/Wings/Half of Hue & Cry 😉 Like music.,,,,,JoyousCivic,302,1167,1798,Sat Jul 13 08:26:08 +0000 2019,"Dear Scottish Mainstream Media, Andrew Neil has provided you with the blueprint. Now, any chance you can follow it when interviewing Sturgeon, Russell, Blackford, Hyslop, Cunningham, Salmond, Robertson, MacNeill, Yousless, Gethins et al?",1149958173022928897,Flags'n'Stuff,
2318,,indyref1 indyref2,utopia,,,art_iculate,2466,708,49726,Sat Jul 13 08:24:02 +0000 2019,"Fortune teller Nicola Sturgeon predicts the future, from 2014 #indyref1 
#indyref2 asap https://t.co/b9OHNTmBBY",1149957644272242689,Cider Nat,https://t.co/b9OHNTmBBY
2319,,,"South West, England",,,TaraJewell6,201,43,1886,Sat Jul 13 08:23:08 +0000 2019,https://t.co/kRqvXrm5ND,1149957420996866048,Tara Jewell,https://t.co/kRqvXrm5ND
2320,,,"South West, England",,,TaraJewell6,201,43,1886,Sat Jul 13 08:22:14 +0000 2019,https://t.co/g6dVcUkAVF,1149957191065047041,Tara Jewell,https://t.co/g6dVcUkAVF
2321,,,,,CathyFisherArt gill__lewis NicolaSturgeon,FormerKBT,181,87,5197,Sat Jul 13 08:21:41 +0000 2019,@CathyFisherArt @gill__lewis @NicolaSturgeon When did Nicola Sturgeon commit persecution of Golden Eagle? Genuine question.,1149957052959268864,Plugging away,
2322,"Anti EU, Anti Snowflake, Pro Common Sense and Anglophile!  Retweets are not endorsements.",,"London, England",,,jeffh0lst,4030,2039,34989,Sat Jul 13 08:20:59 +0000 2019,https://t.co/VlYWKofmST,1149956877058314240,Jeff Holst #BuyBritish #BrexitParty 🇬🇧🇺🇲,https://t.co/VlYWKofmST
2323,"We are all in the same game just different levels.
Dealing with the same HELL just different devils.

Noah, Family, Friends and Football
Snapchat = Conyeezy1984",,"Livingston, Scotland",,McIlroyRory,Conroy24948717,290,71,5082,Sat Jul 13 08:20:40 +0000 2019,@McIlroyRory Thats nicola sturgeon mate.,1149956799983947776,Conroy,
2324,,,,,jonkennaugh hellishwaitress Errant_Dave britainelects Survation,SocialistSuzy,142,148,1308,Sat Jul 13 08:19:06 +0000 2019,@jonkennaugh @hellishwaitress @Errant_Dave @britainelects @Survation Nicola Sturgeon is quite happy to team up with Jezza actually,1149956404092051456,Socialist Suzy,
2326,"Absolutely love our world, wish everybody did.
Would like to make everyone smile",,Cambridgeshire UK,,,dallast59,104,39,334,Sat Jul 13 08:08:15 +0000 2019,Nicola Sturgeon humiliated by Scottish Brexit Party MEP - ‘I represent a million Scots!’  https://t.co/V2rnK9Kzkw,1149953674468298752,Dallas,https://t.co/V2rnK9Kzkw
2328,"Indy supporter,admirer of Nicola Sturgeon.born in Forres,lived in Lossiemouth,Kirkcaldy,Glenrothes.Married 47yr
Walker,reader,gardener&mum of disabled daughter.",,Edinburgh,,ElizabethJBond,EleanorFergus18,1860,1628,5925,Sat Jul 13 08:02:08 +0000 2019,@ElizabethJBond Nicola Sturgeon,1149952135309737984,Eleanor Ferguson,
2331,"British, Unionist, Loyalist & Rangers. Not a member of any political party & swing voter. Beasts are instantly blocked.
#MMA #Shotokan #DissolveHolyrood #SNPout",,UK & USA,,JoyousCivic NicolaSturgeon,Unionist_Ger,2188,1751,19531,Sat Jul 13 07:44:52 +0000 2019,"@JoyousCivic @NicolaSturgeon Brian Taylor is an SNP groupie, he's akin to a dead sheep interviewing Sturgeon. Useless.",1149947789767520256,Unionist_Ger,
2333,"In 1707, Scotland became part of this great Union with England. We have achieved so much together.  In 2014 we voted against breaking up this successful Union!",,United Kingdom 🇬🇧,,theSNP,Proud2BScotBrit,2617,2825,50863,Sat Jul 13 07:29:25 +0000 2019,"@theSNP It would be brilliant to see Alex Neil interview Nicola Sturgeon.  

Scotland Deserves better than the Calamitous SNP.",1149943899844161536,Winston Ca,
2334,Unionist loving Rangers fan to the core!!🇬🇧💙,,United Kingdom,,ScotimusPrime78 BanksiaPlum Davidc2508 JohnCoy29071630 IsThisAB0t progressscot theSNP,JimFlem87883920,78,12,66,Sat Jul 13 07:28:52 +0000 2019,"@ScotimusPrime78 @BanksiaPlum @Davidc2508 @JohnCoy29071630 @IsThisAB0t @progressscot @theSNP An official request that is utter bullshit, as Nicola sturgeon got asked that face to face on Sophie Ridge 2 weeks ago and admitted there hadn't been one unless you know something Nicola doesn't  🤣 Maybe it's you that needs to research 🤣🤣",1149943760740081664,Jim Fleming,
2337,@BrexitParty_uk MEP for Scotland.,Leave EU Brexit SNP Politics Scotland BrexitParty,"Scotland, United Kingdom",,NicolaSturgeon theSNP,Lstedmanbryce,51,3047,442,Sat Jul 13 07:26:21 +0000 2019,"We see @NicolaSturgeon claiming a mandate for herself...

...yet more of Scotland voted to #Leave the #EU than voted for her &amp; @theSNP.

#Brexit #SNP #Politics #Scotland #BrexitParty 

https://t.co/kCMPRZDDXM",1149943130256531456,Louis Stedman-Bryce,https://t.co/kCMPRZDDXM
2343,"Like the Tweets or not just remember they are only my own opinion, But for me its all about Scottish independence and winning Freedom.  🏴󠁧󠁢󠁳󠁣󠁴󠁿",,"Montrose, Scotland",,,bill_macbeth,11505,10542,79972,Sat Jul 13 06:40:55 +0000 2019,This came out around the same time as this U.K. Break up and “a mini-English empire” Run by a Corrupt and Dangerous Conservative Party. https://t.co/q3jHTis0bY,1149931693932974080,Bill MacBeth,https://t.co/q3jHTis0bY
2344,"Experienced Security Professional and Proud Veteran. Triumph owner, riding all year round. Motto: Fortiter in re - 'Bravely into action'.GSM, QJM. #CymruAmByth",,United Kingdom,,,Exp_Sec_Prof,994,820,42592,Sat Jul 13 06:39:52 +0000 2019,https://t.co/VuEOXmC5BG,1149931432170655744,Mark #IAmSoldier-F #StandUp4Brexit,https://t.co/VuEOXmC5BG
2345,"Courage under fire! Entrepreneur, easybreezy, fun, outgoing, crazy about Talent Management and Leadership Development, Land Development. Motivational Speaker/MC",,South Afrika,,,Lwazi_Mlaba,868,618,14471,Sat Jul 13 06:34:37 +0000 2019,Scotland!!! https://t.co/rmQFc4Ij2D,1149930110906245121,#HeyNow,https://t.co/rmQFc4Ij2D
2348,"Vintage and Modern Drums, Cymbals, Percussion Instruments, Accessories & Spare Parts. Please email info@drummersark.com",,London NW10,,,drummersark,5009,4872,36397,Sat Jul 13 05:58:26 +0000 2019,Nicola Sturgeon humiliated by Scottish Brexit Party MEP - ‘I represent a million Scots!’  https://t.co/KsIxff6P2G,1149921006045278209,Drummers' Ark,https://t.co/KsIxff6P2G
2351,gran,,,,,suleskerry,1767,1647,122692,Sat Jul 13 05:16:29 +0000 2019,"""When Scotland does become an independent country, it will be a democracy. An indy Scotland will not be a one party SNP state. Voting for independence is not a vote to have Nicola Sturgeon as dictator for life. In fact, it's not even a vote of confidence in the SNP. "" https://t.co/hm8jytlZ36",1149910448743112704,Eileen May,https://t.co/hm8jytlZ36
2353,Community Dialogues is a community based media facilitation organisation that looks at creating dialogue around issues of social justice and human rights.,,South Africa,,,communitydialog,1464,659,24894,Sat Jul 13 05:02:16 +0000 2019,Scotland is considering giving each citizen a universal basic income https://t.co/qowO7xUn5y,1149906870347452422,Community Dialogues,https://t.co/qowO7xUn5y
2354,😂🇬🇬🇬🇬,,Wirral,,,johnmach2001,1452,506,6737,Sat Jul 13 04:55:12 +0000 2019,Nicola Sturgeon humiliated by Scottish Brexit Party MEP - ‘I represent a million Scots!’  https://t.co/B8oLM24oEl,1149905089802510336,john,https://t.co/B8oLM24oEl
2356,"PR, Communications, Marketing, Media Specialists. Your one stop shop to put you in the lead",,"Durban, S.A & London, UK",,,FBIComm,566,918,5353,Sat Jul 13 04:23:24 +0000 2019,Scotland is considering giving each citizen a universal basic income https://t.co/SvmdaNv63U,1149897088928538625,iamrealFBI,https://t.co/SvmdaNv63U
2357,"Magna Carta
Free speech,
New Bill of Rights,
Written Constitution,,
Ex-Services.  
#Brexit 
#UKArmedforces
🇬🇧🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁷󠁬󠁳󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿",,Kent. UK,,,Hillchaser,5398,5460,147679,Sat Jul 13 03:51:58 +0000 2019,https://t.co/ML5ZV4zX2S,1149889178458632193,Bas,https://t.co/ML5ZV4zX2S
2358,"Breaking news in Aberdeen, Scotland",,,,,AberdeenBugle,30,33,7216,Sat Jul 13 02:56:49 +0000 2019,Aberdeen | Nicola Sturgeon humiliated by Scottish Brexit Party MEP – ‘I represent a million Scots!’ https://t.co/nFHVtEsSzF https://t.co/udUxhEaiZO,1149875298365845504,Aberdeen Bugle,https://t.co/nFHVtEsSzF
2359,"Covering news not covered elsewhere, news about Edinburgh, Glasgow, Aberdeen, Falkirk, Perth, Stirling and Cowdenbeath",,"Scotland, Edinburgh",,,Scotland4me,5633,6765,1003539,Sat Jul 13 02:49:11 +0000 2019,Nicola Sturgeon humiliated by Scottish Brexit Party MEP – ‘I represent a million Scots!’ https://t.co/bRzmLbm648,1149873377768857601,Internet Magazine,https://t.co/bRzmLbm648
2360,Latest and breaking news update from authentic news source.,,France,,,TimesEurope,26,110,41384,Sat Jul 13 02:33:34 +0000 2019,Nicola Sturgeon humiliated by Scottish Brexit Party MEP https://t.co/qmYEv2DgSY,1149869446141534209,Times of News Europe,https://t.co/qmYEv2DgSY
2362,British Scot. RTs not necessarily endorsements,,UK,,,TheEuroGirl,2667,2775,127375,Sat Jul 13 02:00:47 +0000 2019,Nicola Sturgeon has fallen into a trap of her own making https://t.co/nnIDkrrSuV,1149861197665177600,(((The Euro Girl))),https://t.co/nnIDkrrSuV
2363,We have all the US Politics News for you @ http://t.co/PDCrtss0BT,,Washington,,,Politics_Info,199,799,321225,Sat Jul 13 01:42:30 +0000 2019,Nicola Sturgeon humiliated by Scottish Brexit Party MEP – ‘I represent a million Scots!’ – Express https://t.co/hrmVgrAW78 https://t.co/ODJeG2O2v1,1149856595569971201,Politics Informer,https://t.co/hrmVgrAW78
2367,Follow to see the latest news and comment on Britain's progress out of the EU.,,London,,,BrexitHome,7254,10657,36679,Sat Jul 13 00:45:01 +0000 2019,Nicola Sturgeon humiliated by Scottish Brexit Party MEP - ‘I represent a million Scots!’ https://t.co/sfWBd3A5yA,1149842129994338304,Brexit Home,https://t.co/sfWBd3A5yA
2369,http://t.co/xNo7rgb8JJ - Home of the Daily and Sunday Express,,London,,Lstedmanbryce,Daily_Express,619,783212,662429,Sat Jul 13 00:36:18 +0000 2019,Nicola Sturgeon humiliated by Scottish Brexit Party MEP @Lstedmanbryce - ‘I represent a million Scots!’ https://t.co/vCAOgmsdNa,1149839938055278592,Daily Express,https://t.co/vCAOgmsdNa
2374,"Mission Partner, Church of Scotland/Methodist to United Church of Zambia. Educationalist.",,"Lusaka, Zambia",,AbbieAJ pguk10 BBCNews,waddell_keith,390,159,10602,Fri Jul 12 22:09:37 +0000 2019,@AbbieAJ @pguk10 @BBCNews The same way in which the the Scottish First Minister is referred to as (Nicola) Sturgeon and the Scottish Government as the SNP-Government.,1149803021553098753,Keith Waddell,
2376,"Motorbikes, Partick Thistle and Scottish Independence. Retweets not necessarily an endorsement.",,"Knightswood, Glasgow.",,TwizzleStick73 J4cobite Glostermeteor RowlandBrexitSE brexitparty_uk,Jagsfan1876otig,56,351,13834,Fri Jul 12 20:03:22 +0000 2019,"@TwizzleStick73 @J4cobite @Glostermeteor @RowlandBrexitSE @brexitparty_uk Alex Salmond led the campaign for independence in 2014, not Nicola Sturgeon, and the once in a lifetime was a personal statement, not policy, it's nowhere in the Edinburgh Agreement. The campaign was won by lies and false promises. Vote No to remain in the EU, near federal?",1149771249914195969,Brian Feeney,
2377,"C'est moi, accept no substitute. Poet, proud Scot, LFC fan, Queen/quality rock/pop music. SNP/indy. For poetry commissions contact my agent i.e. me ;-)",,Dundee and surrounds,,PhilipMurphy27,ErikZoha,5004,2145,85422,Fri Jul 12 19:56:22 +0000 2019,@PhilipMurphy27 Nicola Sturgeon in an indy Scotland,1149769487887011841,Erik LFC Zoha,
2380,If there had been a yes vote in 2014 would separatists have supported no voters' calls for a 2nd vote ? Retweets not always endorsements .,dodgedabullet,"Scotland, United Kingdom",,,graciegrann,4912,2684,269771,Sun Jul 14 19:32:41 +0000 2019,Just as well the majority rejected salmond and his running mate sturgeon or the flag waver would be the wee President or Prime Minister of Scotland ! #dodgedabullet https://t.co/tRAimwM3pe,1150488304367865857,4575 on wing's block list level traitor,https://t.co/tRAimwM3pe
2381,"🇬🇧🏴󠁧󠁢󠁥󠁮󠁧󠁿UKIP, Brexiteer, believer in democracy, Trump follower.
I never respond to messages",,"England, United Kingdom",,Smithy1974Uk,JohnAYates2,848,820,12224,Sun Jul 14 19:32:26 +0000 2019,"@Smithy1974Uk Pic is of Fred West when he had his ice cream van in Scotland, posing with his best customer, the soon to be SNP leader Sturgeon !",1150488240421515264,John 🇬🇧 Yates,
2384,Müge Avcı,,"İzmir, Türkiye",,,RealMugeAvci,2098,937,949,Mon Jul 15 20:04:43 +0000 2019,Nicola Sturgeon slams Donald Trump over president's 'go back' comments - The Scotsman https://t.co/bnPGugKpoY,1150858752523931650,Müge Avcı,https://t.co/bnPGugKpoY
2386,proud Orangeman & proud rangers season ticket holders & two great children .Ps now a Grandad to Ollie,,"Scotland, United Kingdom",,cccammy1 carmic3,William99886573,3210,1249,5422,Mon Jul 15 19:58:20 +0000 2019,@cccammy1 @carmic3 Scum off the earth that’s Nicola sturgeon new snp in bed with Ira she will b flaying the tri colour next keep Scotland in Great Britain 🇬🇧 as the people voted for . 🤞🏻🇬🇧🇬🇧🇬🇧,1150857148794122240,William Mcgregor,
2392,Just an average Glaswegian trying to live a  normal life in an abnormal world,,Scotland,,carrington_sean NicolaSturgeon vegancruiser,searmonaiche,442,185,3341,Mon Jul 15 19:27:39 +0000 2019,@carrington_sean @NicolaSturgeon @vegancruiser Can u provide any of these anti English quotes that you accuse Nicola Sturgeon of saying ? Of not maybe delete your tweet unless you be done for libel,1150849423876022272,Son_of_Scotland,
2395,Let's end the division in Scotland,,,,ScotNational,pout_sn,52,0,4,Mon Jul 15 19:17:35 +0000 2019,"@ScotNational Say no to SNP austerity, say no to SNP NHS cuts, say no to the disastrous education policies of sweeney, say no to the finger pointing of Sturgeon, say no to the Salmond cover ups, say no to the SNP backed ScotRail franchise, say yes to better, vote the SNP out.",1150846894354157568,SNPout,
2397,Old and grumpy/ Please don't follow me you will get bored.,,,,TheSun,LairdMichael3,15,13,885,Mon Jul 15 19:11:18 +0000 2019,@TheSun Nicola Sturgeon.,1150845309091794948,Laird Michael,
2398,Let's end the division in Scotland,,,,NicolaSturgeon,pout_sn,52,0,4,Mon Jul 15 19:10:41 +0000 2019,"@NicolaSturgeon Say no to SNP austerity, say no to SNP NHS cuts, say no to the disastrous education policies of sweeney, say no to finger pointing of Sturgeon, say no to the Salmond cover ups, say no to the SNP backed ScotRail franchise, say yes to better, vote the SNP out.",1150845156435865606,SNPout,
